DateTime,STATION_CURRENT_PUMP1,STATION_HZ_PUMP1,STATION_SPEED_PUMP1,TIME_RUN_PUMP1,STATION_CURRENT_PUMP2,STATION_HZ_PUMP2,STATION_SPEED_PUMP2,TIME_RUN_PUMP2,STATION_CURRENT_PUMP3,STATION_HZ_PUMP3,STATION_SPEED_PUMP3,TIME_RUN_PUMP3,STATION_CURRENT_PUMP4,STATION_HZ_PUMP4,STATION_SPEED_PUMP4,TIME_RUN_PUMP4,MASTER_TOTAL_ROUGH_WATER,MASTER_FLOW_NUOC_THO,MASTER_DUC_NUOC_THO,DO,MASTER_PH,MASTER_CLO_DU1,((CloAnalys1)),MASTER_DO_TRONG_NUOC_SACH,CHEMICAL_ACTUAL_CURRENT_PAC1,CHEMICAL_ACTUAL_HZ_PAC1,CHEMICAL_ACTUAL_SPEED_PAC1,TIME_RUN_PAC1,CHEMICAL_ACTUAL_CURRENT_PAC2,CHEMICAL_ACTUAL_HZ_PAC2,CHEMICAL_ACTUAL_SPEED_PAC2,TIME_RUN_PAC2,TOTAL_LL_PAC,FEB_LUU_LUONG_PAC,CHEMICAL_ACTUAL_CURRENT_POL1,CHEMICAL_HZ_POL1,CHEMICAL_ACTUAL_SPEED_POL1,TIME_RUN_POL1,CHEMICAL_ACTUAL_CURRENT_POL2,CHEMICAL_HZ_POL2,CHEMICAL_ACTUAL_SPEED_POL2,TIME_RUN_POL2,TONG_LL_KMNO4,CHEMICAL_SQL_LUU_LUONG_KMNO4,CHEMICAL_ACTUAL_CURRENT_JAVEN1,CHEMICAL_ACTUAL_HZ_JAVEN1,CHEMICAL_ACTUAL_SPEED_JAVEN1,TIME_RUN_JAVEN1,CHEMICAL_ACTUAL_CURRENT_JAVEN2,CHEMICAL_ACTUAL_HZ_JAVEN2,CHEMICAL_ACTUAL_SPEED_JAVEN2,TIME_RUN_JAVEN2,TOTAL_LL_JAVEN,FEB_LUU_LUONG_JAVEN,STATION2_CURRENT_PUMP1,STATION2_HZ_PUMP1,STATION2_SPEED_PUMP1,PUMP1_RUN,STATION2_CURRENT_PUMP2,STATION2_HZ_PUMP2,STATION2_SPEED_PUMP2,PUMP2_RUN,STATION2_CURRENT_PUMP3,STATION2_HZ_PUMP3,STATION2_SPEED_PUMP3,PUMP3_RUN,STATION2_CURRENT_PUMP4,STATION2_HZ_PUMP4,STATION2_SPEED_PUMP4,PUMP4_RUN,STATION2_CURRENT_PUMP5,STATION2_HZ_PUMP5,STATION2_SPEED_PUMP5,PUMP5_RUN,DATA_TOTAL_CLEAN_WATER,DATA_FLOW_CLEAN_WATER,DATA_PRESSURE_TOTAL,DATA_LEVEL_CLEAR_WATER,DATA_CLO_DU2,((CloAnalys2)),TA_CURRENT_PUMP1,TA_HZ_PUMP1,TA_SPEED_PUMP1,TIME_PUMP1_RUN,TA_CURRENT_PUMP2,TA_HZ_PUMP2,TA_SPEED_PUMP2,TIME_PUMP2_RUN,TA_CURRENT_PUMP3,TA_HZ_PUMP3,TA_SPEED_PUMP3,TIME_PUMP3_RUN,TA_CURRENT_PUMP4,TA_HZ_PUMP4,TA_SPEED_PUMP4,TIME_PUMP4_RUN,TA_CURRENT_PUMP5,TA_HZ_PUMP5,TA_SPEED_PUMP5,TIME_PUMP5_RUN,LUU_LUONG_TONG,LUU_LUONG_TUC_THOI,AP_LUC_DAU_VAO,AP_LUC_DAU_RA,MUC_NUOC_BE,MUC_NUOC_BE_2,CLO_DU1
20250609_001034,0.6531372,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,189.6924,43.22885,1291.127,--,1.612831E+07,812.5,18.69936,4.114222,8.003111,-6.275318E-02,--,0.3146701,0.5591821,49.49951,1385.901,70,5.603028E-04,0,0,62,1021386,174.5153,0,0,0,0,0,--,1260.034,81.21667,359285,146.412,0.3526172,47.50061,1329.932,72.41666,3.735351E-04,0,0,64,1184578,336.2992,102.1096,47.49756,1416.377,4898.117,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590446E+07,354.9508,4.094328,2.881033,0.2947772,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098202,130.787,3.697743,3.915654,4.193295,4.149414,-2.531829E-03
20250609_001134,0.6005859,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,186.1664,43.50707,1290.311,--,1.612832E+07,917.1006,18.69936,4.125072,8.009693,-6.148726E-02,--,0.2893519,9.338378E-04,0,0,70,0.3595276,48.99902,1371.887,62.01667,1021389,187.5723,0,0,0,0,0,--,1260.034,81.23333,359288,146.5205,5.603028E-04,0,0,72.41666,0.3538312,48.99902,1371.887,64.01667,1184582,346.0287,102.2452,47.49756,1416.377,4898.133,0.0369873,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590447E+07,354.4213,4.079861,2.894824,0.2956814,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098204,153.1395,3.562471,3.783637,4.194199,4.148046,-2.712674E-03
20250609_001234,0.5930786,0,0,26.78333,0,0,0,0,2.252197E-02,0,0,0,188.916,43.19655,1290.764,--,1.612834E+07,937.3553,18.69936,4.146774,8.012225,-6.202981E-02,--,0.2640336,9.338378E-04,0,0,70,0.3597144,48.99902,1371.887,62.03333,1021393,185.8362,0,0,0,0,0,--,1260.034,81.25,359290,147.0269,5.603028E-04,0,0,72.41666,0.3549518,48.99902,1371.887,64.03333,1184588,359.592,102.3685,47.49756,1416.377,4898.15,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,7.128906E-02,0,0,12244,1.217041E-02,0,0,5551.783,1.590447E+07,356.1863,4.05816,2.903129,0.296224,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098207,146.9908,3.629384,3.859954,4.193295,4.148351,-1.808449E-03
20250609_001334,0.6080933,0,0,26.78333,0,0,0,0,2.252197E-02,0,0,0,187.9779,43.21643,1291.127,--,1.612835E+07,941.9849,18.88021,4.143157,8.013237,-6.202981E-02,--,0.2712674,8.404541E-04,0,0,70,0.3597144,48.99902,1371.887,62.05,1021396,185.4384,0,0,0,0,0,--,1260.034,81.26667,359293,144.0249,5.603028E-04,0,0,72.41666,0.3537378,48.99902,1371.887,64.05,1184593,304.1088,101.7397,47.49756,1416.377,4898.167,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,7.128906E-02,0,0,12244,1.217041E-02,0,0,5551.783,1.590448E+07,351.2442,4.098669,2.911136,0.2913412,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098209,135.706,3.667361,3.891783,4.191124,4.14911,-2.712674E-03
20250609_001434,0.6231079,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,174.8767,43.76045,1295.296,--,1.612837E+07,922.0197,18.69936,4.144965,8.00868,-6.184896E-02,--,0.3002025,8.404541E-04,0,0,70,0.3595276,48.99902,1371.887,62.06667,1021399,185.2214,0,0,0,0,0,--,1260.034,81.28333,359295,147.9311,5.603028E-04,0,0,72.41666,0.3542981,48.99902,1371.887,64.06667,1184598,369.1406,101.6534,47.49756,1416.377,4898.183,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590448E+07,350.1852,4.118562,2.918403,0.2772352,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098211,134.9827,3.685807,3.899378,4.191667,4.147895,-2.712674E-03
20250609_001534,0.6156006,0,0,26.78333,0,0,0,0,2.252197E-02,0,0,0,186.9104,43.0947,1291.308,--,1.612838E+07,910.8796,18.33768,4.159433,8.00868,-6.184896E-02,--,0.2712674,9.338378E-04,0,0,70,0.360835,48.99902,1371.887,62.08333,1021402,189.0553,0,0,0,0,0,--,1260.034,81.3,359298,152.3076,5.603028E-04,0,0,72.41666,0.3545782,48.99902,1371.887,64.08334,1184603,340.3501,101.5055,47.49756,1416.377,4898.2,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590449E+07,355.8333,4.14171,2.925966,0.2917028,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,7.128906E-02,0,0,43.83333,0.0534668,0,0,41.6,7098214,133.8252,3.698105,3.918186,4.190582,4.148351,-1.627604E-03
20250609_001634,0.6306152,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,188.5602,43.22885,1290.764,--,1.61284E+07,947.121,18.80787,4.150391,8.014251,-6.329572E-02,--,0.3508391,8.404541E-04,0,0,70,0.3610217,48.99902,1371.887,62.1,1021405,183.8108,0,0,0,0,0,--,1260.034,81.31667,359300,146.5929,5.603028E-04,0,0,72.41666,0.3541113,48.99902,1371.887,64.1,1184608,285.6626,101.4562,47.49756,1416.377,4898.217,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590449E+07,351.3325,4.152561,2.943019,0.2815755,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098216,132.5231,3.709317,3.919632,4.189677,4.148351,-2.712674E-03
20250609_001734,0.6456299,0,0,26.78333,0,0,0,0,2.252197E-02,0,0,0,189.3689,43.26114,1291.308,--,1.612841E+07,932.581,18.69936,4.137732,8.016275,-6.130642E-02,--,0.2929688,9.338378E-04,0,0,70,0.3611151,48.99902,1371.887,62.11666,1021408,186.5234,0,0,0,0,0,--,1260.034,81.33334,359303,145.5802,5.603028E-04,0,0,72.41666,0.3527106,48.99902,1371.887,64.11667,1184613,314.7063,101.3699,47.49756,1416.377,4898.233,0.0369873,0,0,7561.55,7.128906E-02,0,0,10055.95,7.128906E-02,0,0,12244,1.217041E-02,0,0,5551.783,1.59045E+07,350.6264,4.167028,2.957255,0.2866392,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098218,133.9699,3.703169,3.927951,4.189677,4.148199,-2.170139E-03
20250609_001834,0.6306152,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,188.8513,43.20897,1285.87,--,1.612843E+07,950.7379,18.80787,4.143157,8.013744,-6.293403E-02,--,0.3002025,9.338378E-04,0,0,70,0.3606482,48.99902,1371.887,62.13334,1021411,187.2468,0,0,0,0,0,--,1260.034,81.35,359305,146.4844,5.603028E-04,0,0,72.41666,0.3534576,48.99902,1371.887,64.13333,1184619,331.1994,101.2466,47.49756,1416.377,4898.25,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590451E+07,346.5668,4.161964,2.960666,0.2971282,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098220,131.8721,3.720168,3.940972,4.189316,4.149414,-3.255208E-03
20250609_001934,0.6306152,0,0,26.78333,0,0,0,0,2.252197E-02,0,0,0,187.2015,43.17419,1292.668,--,1.612845E+07,926.7216,18.55469,4.134114,8.018302,-6.293403E-02,--,0.3291377,9.338378E-04,0,0,70,0.359621,48.99902,1371.887,62.15,1021414,186.9936,0,0,0,0,0,--,1260.034,81.36667,359308,146.5567,5.603028E-04,0,0,72.41666,0.3526172,48.99902,1371.887,64.15,1184624,311.4511,101.4069,47.49756,1416.377,4898.267,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,7.128906E-02,0,0,12244,1.217041E-02,0,0,5551.783,1.590451E+07,350.3617,4.161964,2.974309,0.3025535,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098222,131.3658,3.721976,3.940611,4.188412,4.148958,-3.436053E-03
20250609_002034,0.6306152,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,183.999,43.1419,1291.852,--,1.612846E+07,879.702,18.80787,4.132306,8.013237,-6.275318E-02,--,0.2929688,8.404541E-04,0,0,70,0.3598077,48.99902,1371.887,62.16667,1021418,186.1617,0,0,0,0,0,--,1260.034,81.38333,359310,144.3504,5.603028E-04,0,0,72.41666,0.3532709,48.99902,1371.887,64.16666,1184630,335.7205,101.3082,47.49756,1416.377,4898.283,0.0369873,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590452E+07,348.3319,4.163773,2.985579,0.3041811,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098225,130.9317,3.72921,3.930122,4.189135,4.148806,-2.170139E-03
20250609_002134,0.6080933,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,189.8541,43.16674,1291.308,--,1.612847E+07,875.3617,19.06105,4.126881,8.000579,-6.239149E-02,--,0.2929688,9.338378E-04,0,0,70,0.3592474,48.99902,1371.887,62.18333,1021421,187.8255,0,0,0,0,0,--,1260.034,81.4,359313,147.4248,5.603028E-04,0,0,72.41666,0.352337,48.99902,1371.887,64.18333,1184635,354.6369,101.3206,47.49756,1416.377,4898.3,4.931641E-02,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590452E+07,346.4786,4.162326,3.001447,0.3070747,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098227,129.9913,3.727402,3.942419,4.188773,4.147287,-2.170139E-03
20250609_002234,0.6156006,0,0,26.78333,0,0,0,0,1.501465E-02,0,0,0,188.2043,43.17668,1288.952,--,1.612849E+07,903.5012,19.02489,4.141348,7.998047,-6.221065E-02,--,0.3146701,9.338378E-04,0,0,70,0.3586871,48.99902,1371.887,62.2,1021424,184.8958,0,0,0,0,0,--,1260.034,81.41666,359315,146.9546,5.603028E-04,0,0,72.41666,0.3538312,48.99902,1371.887,64.2,1184640,278.899,100.926,47.49756,1416.377,4898.317,0.0369873,0,0,7561.55,7.128906E-02,0,0,10055.95,0.0534668,0,0,12244,1.217041E-02,0,0,5551.783,1.590453E+07,348.3319,4.177879,3.003374,0.3016493,--,0,0,0,0,5.310059E-03,0,0,9.666667,0.0534668,0,0,46.55,0.0534668,0,0,43.83333,0.0534668,0,0,41.6,7098229,132.9572,3.735721,3.936994,4.189135,4.147591,-2.170139E-03
